name,img_route,cloth_category,cloth_subcategory,patron,sleeve,skirt,neckline,material,fit,isCold,isRainy,isWet,isTempered,isHot,nota
17738,High-Rise Denim Cutoffs,High-Rise_Denim_Cutoffs/img_00000015.jpg,6,1,6,3,3,4,1,1,0,0,0,0,1,1
17739,Cami Peplum Top,Cami_Peplum_Top/img_00000002.jpg,1,7,7,3,3,4,3,3,0,0,0,1,1,2
17756,Marled Twist-Front Blouse,Marled_Twist-Front_Blouse/img_00000053.jpg,1,1,6,1,2,2,2,3,0,0,0,1,1,2
17757,Speckled Cotton-Blend Henley,Speckled_Cotton-Blend_Henley/img_00000026.jpg,1,4,2,2,3,2,3,3,0,0,0,1,1,3
17762,Barbie Kiss Hoodie,Barbie_Kiss_Hoodie/img_00000051.jpg,2,3,2,1,3,1,3,2,0,0,0,1,0,2
17776,Longline Boyfriend Blazer,Longline_Boyfriend_Blazer/img_00000084.jpg,2,1,7,1,3,2,3,3,1,0,1,1,0,4
17805,Cargo Joggers,Cargo_Joggers/img_00000021.jpg,6,10,6,3,3,4,3,3,0,0,0,0,1,1
17811,Darling Dots Denim Shorts,Darling_Dots_Denim_Shorts/img_00000025.jpg,6,4,2,3,3,4,3,1,0,0,0,0,1,4
17812,Basic Striped Mini Skirt,Basic_Striped_Mini_Skirt/img_00000051.jpg,6,2,3,3,3,4,3,2,0,0,0,1,1,3
17817,Pintucked Chiffon Blouse,Pintucked_Chiffon_Blouse/img_00000054.jpg,1,1,2,1,3,1,2,3,0,0,0,1,1,2
17819,Metallic Wrap Skirt,Metallic_Wrap_Skirt/img_00000004.jpg,6,2,6,3,3,4,4,3,0,0,0,1,1,1
17848,Must-Have Ruched Blazer,Must-Have_Ruched_Blazer/img_00000105.jpg,2,1,6,1,3,2,3,3,1,0,1,1,0,5
17853,Abstract Print Pleated Shorts,Abstract_Print_Pleated_Shorts/img_00000008.jpg,6,4,1,3,3,4,2,3,0,0,0,0,1,1
17855,Scuba Knit Paneled Leggings,Scuba_Knit_Paneled_Leggings/img_00000015.jpg,6,3,6,3,3,4,3,1,0,0,1,1,0,3
17859,Elephant Graphic Burnout Tank,Elephant_Graphic_Burnout_Tank/img_00000035.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,1
17872,Denim Hoodie Jacket,Denim_Hoodie_Jacket/img_00000041.jpg,3,3,6,1,3,2,1,3,1,0,0,0,0,4
17873,Draped Asymmetrical Front Jacket,Draped_Asymmetrical_Front_Jacket/img_00000049.jpg,3,3,6,1,3,2,3,3,1,0,1,1,0,4
17881,Crossover-Waist Athletic Shorts,Crossover-Waist_Athletic_Shorts/img_00000020.jpg,6,4,2,3,3,4,3,1,0,0,1,1,1,3
17885,Fold-Over Drawstring Sweatpants,Fold-Over_Drawstring_Sweatpants/img_00000014.jpg,6,6,6,3,3,4,3,3,1,0,1,1,1,3
17887,Pin Dot Suit Jacket,Pin_Dot_Suit_Jacket/img_00000042.jpg,3,3,6,1,3,2,3,3,1,0,1,1,0,4
17891,Watercolor Floral Print Blazer,Watercolor_Floral_Print_Blazer/img_00000068.jpg,2,1,1,1,3,2,2,3,0,0,0,1,1,2
17898,Inverse Leaf Print Tee,Inverse_Leaf_Print_Tee/img_00000030.jpg,1,6,2,1,3,1,3,3,1,0,1,0,0,5
17913,Boxy Crepe Top,Boxy_Crepe_Top/img_00000051.jpg,1,7,1,3,3,1,2,3,0,0,0,0,1,3
17914,Eyelash Lace Maxi Cardigan,Eyelash_Lace_Maxi_Cardigan/img_00000007.jpg,2,2,4,1,3,4,6,3,0,0,0,1,1,3
17916,Ribbed Knit Turtleneck,Ribbed_Knit_Turtleneck/img_00000031.jpg,1,8,6,1,3,1,6,3,1,0,0,1,0,4
17918,Embroidered Lace-Up Poncho,Embroidered_Lace-Up_Poncho/img_00000019.jpg,3,6,4,2,3,2,3,2,0,0,0,1,1,4
17921,Hooded Leaf Print Utility Jacket,Hooded_Leaf_Print_Utility_Jacket/img_00000007.jpg,3,3,6,1,3,1,3,3,1,1,1,0,0,4
17922,Ruched Open-Front Cardigan,Ruched_Open-Front_Cardigan/img_00000048.jpg,2,2,6,1,3,1,3,3,1,0,1,0,0,1
17923,Woven Open-Back Blouse,Woven_Open-Back_Blouse/img_00000093.jpg,1,1,6,3,3,4,3,3,0,0,0,0,1,4
17932,Classic Skater Skirt,Classic_Skater_Skirt/img_00000030.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,5
17942,Polka Dot Print Blouse,Polka_Dot_Print_Blouse/img_00000079.jpg,1,1,2,2,3,1,3,3,0,0,0,0,1,1
17946,Open-Front Knit Cardigan,Open-Front_Knit_Cardigan/img_00000033.jpg,2,2,2,1,3,2,6,3,1,0,1,1,1,4
17950,Mineral Wash Mini Skirt,Mineral_Wash_Mini_Skirt/img_00000027.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,2
17956,Faux Fur Trimmed Moto Jacket,Faux_Fur_Trimmed_Moto_Jacket/img_00000061.jpg,3,3,6,1,3,1,3,3,1,0,1,0,0,3
17961,Tribal-Inspired Fringed Cardigan,Tribal-Inspired_Fringed_Cardigan/img_00000026.jpg,2,2,2,1,3,4,3,3,1,0,0,0,0,4
17967,Athletic-Striped Racerback Crop Top,Athletic-Striped_Racerback_Crop_Top/img_00000020.jpg,1,7,6,3,3,3,3,1,0,0,0,1,1,5
17971,Scalloped Lace Shorts,Scalloped_Lace_Shorts/img_00000025.jpg,6,4,1,3,3,4,1,1,0,0,0,1,1,1
17976,Pretty in Grunge Tee,Pretty_in_Grunge_Tee/img_00000055.jpg,1,6,2,2,3,1,3,3,0,0,1,1,0,4
17978,Topstitched Jodhpurs,Topstitched_Jodhpurs/img_00000041.jpg,6,14,6,3,3,4,3,3,0,0,0,1,0,3
17998,Metallic Polka Dot Blouse,Metallic_Polka_Dot_Blouse/img_00000053.jpg,1,1,2,2,3,1,2,3,0,0,0,1,0,3
18000,High Collar Running Jacket,High_Collar_Running_Jacket/img_00000018.jpg,3,3,6,1,3,1,3,3,1,1,1,0,0,2
18003,Micro-Stripe Pocket Tee,Micro-Stripe_Pocket_Tee/img_00000003.jpg,1,6,1,2,3,1,3,3,0,0,0,0,1,5
18009,No Way Boxy Hoodie,No_Way_Boxy_Hoodie/img_00000010.jpg,2,3,2,2,3,1,3,3,0,0,0,1,0,1
18011,Floral Paisley Crochet Jacket,Floral_Paisley_Crochet_Jacket/img_00000002.jpg,3,3,1,1,3,2,3,2,0,0,0,1,1,3
18013,Paisley Print Maxi Skirt,Paisley_Print_Maxi_Skirt/img_00000050.jpg,6,2,2,3,3,4,3,3,0,0,0,0,1,2
18047,Subtle Stripe Racerback Tank,Subtle_Stripe_Racerback_Tank/img_00000038.jpg,1,5,3,3,3,4,3,3,0,0,0,1,1,4
18054,Acid Wash Jeans,Acid_Wash_Jeans/img_00000051.jpg,6,8,1,3,3,4,1,1,0,0,1,1,0,4
18056,Heathered Zip Hoodie,Heathered_Zip_Hoodie/img_00000008.jpg,2,3,6,1,3,1,3,3,1,0,0,0,0,1
18059,Bleached Denim Jacket,Bleached_Denim_Jacket/img_00000009.jpg,3,3,6,1,3,1,1,3,1,0,0,1,0,4
18072,Buttoned Knee-Length Skirt,Buttoned_Knee-Length_Skirt/img_00000038.jpg,6,2,6,3,3,4,3,3,0,0,1,1,0,2
18088,Geo-Patterned Drawstring Joggers,Geo-Patterned_Drawstring_Joggers/img_00000036.jpg,6,10,6,3,3,4,3,3,1,1,1,1,1,5
18117,Faux Fur Jacket,Faux_Fur_Jacket/img_00000045.jpg,3,3,6,1,3,1,5,3,1,0,0,0,0,2
18120,V-Neck Button-Down Cardigan,V-Neck_Button-Down_Cardigan/img_00000024.jpg,2,2,6,1,3,1,3,3,1,1,1,1,0,5
18123,Animal Print Satin Blouse,Animal_Print_Satin_Blouse/img_00000083.jpg,1,1,6,1,3,2,3,3,1,0,0,0,0,2
18130,Drawstring Chino Shorts,Drawstring_Chino_Shorts/img_00000021.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,5
18143,Crocheted Tie-Dye Maxi Skirt,Crocheted_Tie-Dye_Maxi_Skirt/img_00000031.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,3
18148,Textured Knit Cardigan,Textured_Knit_Cardigan/img_00000005.jpg,2,2,7,1,3,1,6,3,0,0,0,1,1,1
18157,Cutout Back Tank,Cutout_Back_Tank/img_00000035.jpg,1,5,2,3,3,4,3,3,0,0,0,0,1,2
18159,Hooded Puffer Jacket,Hooded_Puffer_Jacket/img_00000068.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,5
18165,Faux Leather-Sleeve Marled Jacket,Faux_Leather-Sleeve_Marled_Jacket/img_00000012.jpg,3,3,6,1,3,1,5,3,1,1,0,0,0,5
18182,Colorblocked Cable Knit Sweater,Colorblocked_Cable_Knit_Sweater/img_00000068.jpg,2,5,6,1,3,1,3,3,1,0,0,1,0,3
18196,Denim Dolphin Hem Shorts,Denim_Dolphin_Hem_Shorts/img_00000018.jpg,6,4,6,3,3,4,1,1,0,0,0,1,1,5
18203,Acid Wash Distressed Jeans,Acid_Wash_Distressed_Jeans/img_00000012.jpg,6,8,1,3,3,4,1,1,0,0,0,1,1,1
18204,Single-Button Blazer,Single-Button_Blazer/img_00000158.jpg,2,1,6,1,3,2,3,1,1,0,0,1,0,4
18207,Lemon Print Shorts,Lemon_Print_Shorts/img_00000033.jpg,6,4,2,3,3,4,3,3,0,0,0,1,1,1
18213,Faux Suede Fringe Jacket,Faux_Suede_Fringe_Jacket/img_00000027.jpg,3,3,6,1,3,2,4,3,0,0,1,1,0,2
18221,Classic Distressed Denim Jacket,Classic_Distressed_Denim_Jacket/img_00000058.jpg,3,3,6,2,3,1,1,3,0,0,1,1,1,4
18222,Free Spirit Muscle Tee,Free_Spirit_Muscle_Tee/img_00000049.jpg,1,6,2,3,3,4,3,3,0,0,0,1,1,4
18244,High-Rise Denim Shorts,High-Rise_Denim_Shorts/img_00000053.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,2
18250,Crochet Mesh Racerback Tank,Crochet_Mesh_Racerback_Tank/img_00000016.jpg,1,5,4,3,3,4,6,3,0,0,0,1,1,4
18255,Reason Rose Paneled Jersey,Reason_Rose_Paneled_Jersey/img_00000013.jpg,2,4,2,2,3,1,3,3,0,0,0,0,1,2
18266,Rose Print Mini Skirt,Rose_Print_Mini_Skirt/img_00000046.jpg,6,2,1,3,3,4,3,3,0,0,1,1,1,2
18268,Boxy Surfboard Tee,Boxy_Surfboard_Tee/img_00000025.jpg,1,6,2,2,3,1,3,3,0,0,1,0,1,4
18277,Textured Pencil Skirt,Textured_Pencil_Skirt/img_00000062.jpg,6,2,6,3,3,4,3,1,0,0,0,1,1,3
18281,Slub Knit Boyfriend Tee,Slub_Knit_Boyfriend_Tee/img_00000026.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,4
18289,Mineral Wash Denim Shorts,Mineral_Wash_Denim_Shorts/img_00000013.jpg,6,4,6,3,3,4,1,1,0,0,0,1,1,4
18293,Heathered Knit Jacket,Heathered_Knit_Jacket/img_00000014.jpg,3,3,6,1,3,2,3,3,0,0,0,1,0,2
18310,Reverse French Terry Sweatshorts,Reverse_French_Terry_Sweatshorts/img_00000010.jpg,6,7,6,3,3,4,3,3,1,0,0,1,1,4
18321,Get Over Graphic Tee,Get_Over_Graphic_Tee/img_00000047.jpg,1,6,6,1,3,2,3,3,1,0,1,0,0,3
18328,Scallop Lace Pencil Skirt,Scallop_Lace_Pencil_Skirt/img_00000045.jpg,6,2,6,3,3,4,3,1,0,0,0,1,1,3
18339,Faux Leather-Paneled Sweatpants,Faux_Leather-Paneled_Sweatpants/img_00000008.jpg,6,6,6,3,3,4,3,2,1,0,0,0,0,3
18352,Embroidered Cutout Bomber Jacket,Embroidered_Cutout_Bomber_Jacket/img_00000008.jpg,3,3,2,1,3,1,3,3,1,0,0,0,0,5
18365,Scoop Neck Linen Tee,Scoop_Neck_Linen_Tee/img_00000029.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,5
18367,Striped Pocket Tee,Striped_Pocket_Tee/img_00000030.jpg,1,6,3,2,3,1,3,3,0,0,0,1,0,3
18368,Hooded Varsity Jacket,Hooded_Varsity_Jacket/img_00000077.jpg,3,3,2,1,3,1,3,3,0,0,1,1,0,3
18378,ACDC Graphic Tee,ACDC_Graphic_Tee/img_00000027.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
18379,Abstract Paisley Button-Down Top,Abstract_Paisley_Button-Down_Top/img_00000039.jpg,1,7,1,1,3,1,1,3,0,0,0,1,0,2
18381,Faux Fur Hood Parka,Faux_Fur_Hood_Parka/img_00000041.jpg,3,4,6,1,3,2,3,3,1,1,0,0,0,4
18393,Embroidered Longline Cardigan,Embroidered_Longline_Cardigan/img_00000032.jpg,2,2,6,1,3,4,2,2,1,0,1,0,0,5
18394,Tribal Print Tulip-Back Tank,Tribal_Print_Tulip-Back_Tank/img_00000010.jpg,1,5,2,3,3,4,3,3,0,0,1,0,0,2
18424,Chambray Halter Top,Chambray_Halter_Top/img_00000017.jpg,1,7,2,3,3,2,3,3,0,0,0,1,1,4
18434,Lace-Paneled Crepe Blouse,Lace-Paneled_Crepe_Blouse/img_00000054.jpg,1,1,4,1,3,1,3,3,0,1,0,0,0,1
18442,French Terry Hoodie,French_Terry_Hoodie/img_00000069.jpg,2,3,6,1,3,2,3,3,1,0,1,0,0,5
18450,Floral Print Bomber Jacket,Floral_Print_Bomber_Jacket/img_00000078.jpg,3,3,1,1,3,2,3,3,1,0,1,1,1,1
18454,Je Suis Linen Tank,Je_Suis_Linen_Tank/img_00000032.jpg,1,5,6,1,3,1,1,3,0,0,0,0,1,1
18456,Beaded Chiffon Blouse,Beaded_Chiffon_Blouse/img_00000078.jpg,1,1,2,1,3,2,2,3,0,0,0,0,1,4
18466,Morning Allergy Graphic Tee,Morning_Allergy_Graphic_Tee/img_00000017.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,5
18470,Sheer Moment Sweater,Sheer_Moment_Sweater/img_00000019.jpg,2,5,2,2,3,1,3,3,0,0,1,1,1,4
18481,Floral Print Racerback Tank,Floral_Print_Racerback_Tank/img_00000019.jpg,1,5,2,3,3,4,3,2,1,0,0,0,0,1
18507,Mineral Wash Denim Joggers,Mineral_Wash_Denim_Joggers/img_00000004.jpg,6,10,6,3,3,4,1,3,1,1,0,1,1,4
18510,Heathered Cutout Leggings,Heathered_Cutout_Leggings/img_00000025.jpg,6,3,6,3,3,4,4,1,1,0,0,0,0,1
18512,Cuffed Low-Rise Denim Shorts,Cuffed_Low-Rise_Denim_Shorts/img_00000007.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,2
18519,Pleated Floral Plaid Skirt,Pleated_Floral_Plaid_Skirt/img_00000021.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,1
18520,Boat Neck Heathered Top,Boat_Neck_Heathered_Top/img_00000040.jpg,1,7,6,2,2,1,3,3,0,0,0,1,1,3
18530,Collarless Sequined Jacket,Collarless_Sequined_Jacket/img_00000042.jpg,3,3,6,1,3,2,4,3,1,1,1,0,0,1
18533,Side-Knot Muscle Tee,Side-Knot_Muscle_Tee/img_00000050.jpg,1,6,2,3,3,4,3,3,0,0,0,0,1,3
18546,Space Dye Capri Leggings,Space_Dye_Capri_Leggings/img_00000045.jpg,6,3,1,3,3,4,3,1,0,0,0,1,0,4
18549,Lace Print Chiffon Jacket,Lace_Print_Chiffon_Jacket/img_00000067.jpg,3,3,6,1,3,1,3,3,1,0,0,0,0,1
18554,Geo Tribal Print A-Line Skirt,Geo_Tribal_Print_A-Line_Skirt/img_00000035.jpg,6,2,2,3,3,4,2,3,0,0,0,1,1,2
18557,Striped Fringe-Trim Shawl Cardigan,Striped_Fringe-Trim_Shawl_Cardigan/img_00000006.jpg,2,2,3,1,3,4,6,2,1,0,0,1,0,1
18570,Brooklyn Nets Graphic Tank,Brooklyn_Nets_Graphic_Tank/img_00000039.jpg,1,5,2,2,3,1,3,3,0,0,1,1,1,3
18587,Collarless Faux Leather-Sleeve Blazer,Collarless_Faux_Leather-Sleeve_Blazer/img_00000067.jpg,2,1,6,1,3,1,5,3,1,1,0,0,0,4
18588,Striped Open-Front Fringed Poncho,Striped_Open-Front_Fringed_Poncho/img_00000042.jpg,3,6,3,2,3,1,3,2,0,0,0,1,1,4
18603,Striped Eyelash-Knit Sweater,Striped_Eyelash-Knit_Sweater/img_00000053.jpg,2,5,3,2,3,2,3,3,1,0,0,0,0,1
18610,Hooded Leaf Print Utility Jacket,Hooded_Leaf_Print_Utility_Jacket/img_00000041.jpg,3,3,1,1,3,2,3,3,1,1,0,0,0,3
18621,Abstract Print Twist-Back Blouse,Abstract_Print_Twist-Back_Blouse/img_00000001.jpg,1,1,1,1,3,4,2,2,0,0,0,0,1,3
18622,Pleated Mosaic Print Skirt,Pleated_Mosaic_Print_Skirt/img_00000035.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,2
18626,Double-Breasted Drawstring Parka,Double-Breasted_Drawstring_Parka/img_00000074.jpg,3,4,6,1,3,2,3,3,1,0,0,1,0,5
18629,Destroyed Pocket Tee,Destroyed_Pocket_Tee/img_00000012.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,3
18636,Distressed Low-Rise Skinny Jeans,Distressed_Low-Rise_Skinny_Jeans/img_00000024.jpg,6,8,6,3,3,4,1,3,0,0,0,0,1,5
18641,Scuba Knit Peplum Jacket,Scuba_Knit_Peplum_Jacket/img_00000040.jpg,3,3,6,1,3,1,3,3,1,0,0,0,0,5
18667,Floral-Embroidered Bomber Jacket,Floral-Embroidered_Bomber_Jacket/img_00000057.jpg,3,3,4,1,3,2,3,3,1,0,0,1,0,2
18669,Classic Knit Turtleneck,Classic_Knit_Turtleneck/img_00000032.jpg,1,8,6,1,3,1,6,3,1,0,1,1,0,5
18672,Ribbed Stripe Skirt,Ribbed_Stripe_Skirt/img_00000005.jpg,6,2,3,3,3,4,3,1,0,0,0,1,1,3
18684,Stripe-Pocket Tank,Stripe-Pocket_Tank/img_00000043.jpg,1,5,6,3,3,4,3,3,0,0,0,0,1,1
18701,Zippered Shawl Collar Blazer,Zippered_Shawl_Collar_Blazer/img_00000108.jpg,2,1,6,1,3,2,3,3,1,0,0,0,0,2
18706,Classic Knit Tee,Classic_Knit_Tee/img_00000023.jpg,1,6,6,2,3,1,3,3,0,0,0,0,1,2
18714,Faux Leather-Paneled Jeans,Faux_Leather-Paneled_Jeans/img_00000042.jpg,6,8,6,3,3,4,4,1,0,0,0,1,0,2
18716,Mesh-Pocket Sweatshorts,Mesh-Pocket_Sweatshorts/img_00000030.jpg,6,7,6,3,3,4,3,3,0,0,1,1,1,2
18718,Longline Raw-Cut Hoodie,Longline_Raw-Cut_Hoodie/img_00000019.jpg,2,3,6,2,3,1,3,3,0,0,0,0,1,1
18719,Medium Wash - Straight-Leg Jeans,Medium_Wash_-_Straight-Leg_Jeans/img_00000013.jpg,6,8,6,3,3,4,1,3,1,1,0,1,1,4
18724,Metallic Knit Tee,Metallic_Knit_Tee/img_00000041.jpg,1,6,6,1,3,1,5,3,0,0,0,1,0,2
18733,Embroidered Lace-Up Poncho,Embroidered_Lace-Up_Poncho/img_00000030.jpg,3,6,4,1,3,2,2,3,1,0,0,0,0,3
18736,Textured Faux Leather Moto Jacket,Textured_Faux_Leather_Moto_Jacket/img_00000035.jpg,3,3,6,1,3,2,3,3,1,1,1,1,0,3
18743,Americana Skinny Jeans,Americana_Skinny_Jeans/img_00000015.jpg,6,8,2,3,3,4,1,3,0,0,1,0,0,1
18751,Mid-Rise - Acid Wash Jeggings,Mid-Rise_-_Acid_Wash_Jeggings/img_00000046.jpg,6,9,7,3,3,4,1,1,0,0,0,1,0,3
18752,Abstract Print Zipper Blouse,Abstract_Print_Zipper_Blouse/img_00000105.jpg,1,1,6,3,3,1,3,3,0,0,0,1,1,2
18772,Between Right Longline Tee,Between_Right_Longline_Tee/img_00000042.jpg,1,6,6,1,3,4,5,2,1,0,1,0,0,5
18774,Knife-Pleated Floral Skirt,Knife-Pleated_Floral_Skirt/img_00000042.jpg,6,2,1,3,3,4,3,3,0,0,1,1,1,4
18782,Pleated Bermuda Shorts,Pleated_Bermuda_Shorts/img_00000050.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,2
18797,Live to Love Heathered Sweatpants,Live_to_Love_Heathered_Sweatpants/img_00000004.jpg,6,6,6,3,3,4,3,3,1,1,0,1,1,4
18802,Longline Sateen Open-Front Jacket,Longline_Sateen_Open-Front_Jacket/img_00000008.jpg,3,3,6,3,3,1,5,3,0,0,0,1,1,4
18803,Bandana Print Crop Top,Bandana_Print_Crop_Top/img_00000031.jpg,1,7,1,3,3,1,3,3,0,0,0,1,1,5
18820,Turtleneck Dolman Sweater,Turtleneck_Dolman_Sweater/img_00000018.jpg,2,5,6,1,3,4,6,3,1,1,0,0,0,2
18831,Faux Leather Panel Hoodie,Faux_Leather_Panel_Hoodie/img_00000017.jpg,2,3,2,1,3,1,3,3,1,0,1,1,0,2
18836,Heathered Colorblock Racerback Tank,Heathered_Colorblock_Racerback_Tank/img_00000025.jpg,1,5,6,3,3,1,3,3,0,0,0,1,0,2
18842,Open-Front Collared Jacket,Open-Front_Collared_Jacket/img_00000033.jpg,3,3,6,1,3,2,3,3,0,0,0,1,1,3
18852,High-Waisted Cargo Joggers,High-Waisted_Cargo_Joggers/img_00000031.jpg,6,10,6,3,3,4,3,3,1,0,1,1,1,5
18863,Cropped Striped Hoodie,Cropped_Striped_Hoodie/img_00000009.jpg,2,3,3,1,3,1,3,3,1,0,1,1,1,2
18866,Funnel-Pocket Drawstring Sweatpants,Funnel-Pocket_Drawstring_Sweatpants/img_00000011.jpg,6,6,6,3,3,4,6,3,0,0,0,1,0,2
18878,Floral Print Skater Skirt,Floral_Print_Skater_Skirt/img_00000024.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,4
18889,Collarless Draped-Front Blazer,Collarless_Draped-Front_Blazer/img_00000017.jpg,2,1,5,3,3,2,2,3,0,0,0,1,1,4
18892,Longline Open-Front Cardigan,Longline_Open-Front_Cardigan/img_00000025.jpg,2,2,6,1,3,2,5,3,0,0,0,1,0,3
18893,Favorite Ankle Leggings,Favorite_Ankle_Leggings/img_00000064.jpg,6,3,6,3,3,4,3,1,1,0,1,1,1,4
18905,Buttoned Daisy Print Skirt,Buttoned_Daisy_Print_Skirt/img_00000037.jpg,6,2,7,3,3,4,3,2,0,0,0,1,1,3
18907,Classic Cotton Chinos,Classic_Cotton_Chinos/img_00000027.jpg,6,5,6,3,3,4,3,3,1,1,0,1,1,3
18911,Fold-Over Yoga Leggings,Fold-Over_Yoga_Leggings/img_00000017.jpg,6,3,6,3,3,4,3,1,1,0,0,1,1,4
18914,Longline Open-Front Cardigan,Longline_Open-Front_Cardigan/img_00000001.jpg,2,2,6,1,3,2,6,3,0,0,1,1,0,1
18929,Faux Suede Fringe Jacket,Faux_Suede_Fringe_Jacket/img_00000024.jpg,3,3,6,1,3,4,4,3,0,0,0,1,1,1
18933,Tribal Pattern Trouser Shorts,Tribal_Pattern_Trouser_Shorts/img_00000006.jpg,6,4,6,3,3,4,3,3,0,0,1,1,1,5
18937,Flower Power Travel Poncho,Flower_Power_Travel_Poncho/img_00000029.jpg,3,6,2,3,3,1,3,2,0,0,0,1,1,2
18941,Denim A-Line Skirt,Denim_A-Line_Skirt/img_00000022.jpg,6,2,6,3,3,4,1,3,0,0,0,1,1,5
18944,Side-Slit Knit Sweater,Side-Slit_Knit_Sweater/img_00000062.jpg,2,5,6,1,3,1,6,3,0,0,0,1,0,3
18961,Quilted Bomber Jacket,Quilted_Bomber_Jacket/img_00000077.jpg,3,3,6,1,3,1,3,3,0,0,0,1,0,3
18970,Everyday Maxi Skirt,Everyday_Maxi_Skirt/img_00000056.jpg,6,2,6,3,3,4,3,3,0,0,1,1,1,1
18992,Floral Lace Blouse,Floral_Lace_Blouse/img_00000120.jpg,1,1,4,1,3,1,6,2,0,0,0,0,1,4
19019,Ribbed-Trim Denim Joggers,Ribbed-Trim_Denim_Joggers/img_00000008.jpg,6,10,6,3,3,4,1,3,1,1,1,1,1,2
19020,Chic 95 Tee,Chic_95_Tee/img_00000006.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,3
19023,Favorite Parka,Favorite_Parka/img_00000006.jpg,3,4,6,1,3,1,3,3,1,1,0,0,0,3
19043,Textured Collarless Jacket,Textured_Collarless_Jacket/img_00000029.jpg,3,3,6,1,3,1,5,3,1,1,0,0,0,1
19057,Butterfly Print Scuba Knit Skirt,Butterfly_Print_Scuba_Knit_Skirt/img_00000041.jpg,6,2,6,3,3,4,6,1,0,0,0,0,1,4
19065,Striped Sweater-Knit Hoodie,Striped_Sweater-Knit_Hoodie/img_00000006.jpg,2,3,3,1,3,1,3,3,1,0,0,1,1,5
19072,Heathered Shawl Collar Cardigan,Heathered_Shawl_Collar_Cardigan/img_00000071.jpg,2,2,6,1,3,2,6,3,1,1,0,0,0,4
19073,Mixed Ornate Print Blouse,Mixed_Ornate_Print_Blouse/img_00000053.jpg,1,1,1,1,3,1,3,3,0,0,0,1,0,3
19075,Faux Leather Skater Skirt,Faux_Leather_Skater_Skirt/img_00000067.jpg,6,2,6,3,3,4,4,3,0,0,0,1,1,4
19078,Striped Linen Ringer Tee,Striped_Linen_Ringer_Tee/img_00000009.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,3
19087,Easy Chino Shorts,Easy_Chino_Shorts/img_00000008.jpg,6,4,2,3,3,4,3,3,0,0,0,1,1,2
19097,Faux Leather Peplum Jacket,Faux_Leather_Peplum_Jacket/img_00000072.jpg,3,3,6,3,3,4,4,3,0,0,0,1,1,2
19099,V-Back Tank,V-Back_Tank/img_00000049.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,4
19106,Striped Open-Front Fringed Poncho,Striped_Open-Front_Fringed_Poncho/img_00000025.jpg,3,6,6,1,3,4,6,3,1,0,0,0,0,2
19112,Cowl Neck Tunic Sweater,Cowl_Neck_Tunic_Sweater/img_00000008.jpg,2,5,6,1,3,1,6,3,1,0,1,1,0,5
19145,Drawstring Denim Joggers,Drawstring_Denim_Joggers/img_00000010.jpg,6,10,6,3,3,4,3,3,1,1,0,1,0,5
19149,Scuba Knit Bomber Jacket,Scuba_Knit_Bomber_Jacket/img_00000016.jpg,3,3,1,1,3,1,3,3,1,0,0,1,1,2
19156,Bell Sleeve Georgette Blouse,Bell_Sleeve_Georgette_Blouse/img_00000020.jpg,1,1,6,1,3,1,3,3,0,0,0,0,1,1
19157,Play With My Hair Tee,Play_With_My_Hair_Tee/img_00000032.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1
19164,Striped Crew Neck Tee,Striped_Crew_Neck_Tee/img_00000014.jpg,1,6,3,2,3,1,3,3,0,0,1,0,0,1
19168,Striped V-Neck Cotton Tee,Striped_V-Neck_Cotton_Tee/img_00000002.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,4
19171,Longline Crepe Jacket,Longline_Crepe_Jacket/img_00000017.jpg,3,3,6,1,3,2,3,3,1,1,1,1,0,4
19179,Heathered Yoga Shorts,Heathered_Yoga_Shorts/img_00000024.jpg,6,4,6,3,3,4,3,3,0,0,1,1,1,3
19183,Collared Surplice Blouse,Collared_Surplice_Blouse/img_00000094.jpg,1,1,6,2,3,1,3,3,0,0,1,1,1,1
19188,The Beatles Muscle Tee,The_Beatles_Muscle_Tee/img_00000063.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,2
19196,Zip Collar Bomber,Zip_Collar_Bomber/img_00000113.jpg,3,2,6,1,3,1,3,3,0,1,0,0,0,4
